META.CSV::CATEGORY_ID_EXTERNAL|CATALOG_ID_PARENT_EXTERNAL;CATEGORY_ID_PARENT_EXTERNAL;CATEGORY_DESCRIPTION;CATEGORY_ANNOUNCE;CATEGORY_FULL_DESCRIPTION;CATEGORY_IS_DELETED;CATALOG_IS_DELETED;CATALOG_ID_EXTERNAL;CATALOG_DESCRIPTION;CATALOG_ANNOUNCE;CATALOG_NAME_FULL;CATALOG_MAIN_PRICE;IMAGE_IMAGE_MAIN;IMAGE_IMAGE_SMALL;IMAGE_IMAGE_POPUP;CATALOG_CODE;CATALOG_CUSTOM_FIELD_10;CATALOG_CUSTOM_FIELD_11;CATALOG_CUSTOM_FIELD_12;CATALOG_CUSTOM_FIELD_13;CATALOG_CUSTOM_FIELD_14;CATALOG_CUSTOM_FIELD_15;CATALOG_CUSTOM_FIELD_16;CATALOG_CUSTOM_FIELD_17;CATALOG_CUSTOM_FIELD_18;CATALOG_CUSTOM_FIELD_19;CATALOG_CUSTOM_FIELD_20;CATALOG_CUSTOM_FIELD_21;CATALOG_CUSTOM_FIELD_22;CATALOG_CUSTOM_FIELD_23;CATALOG_CUSTOM_FIELD_24;CATALOG_CUSTOM_FIELD_25;CATALOG_CUSTOM_FIELD_26;CATALOG_CUSTOM_FIELD_27;CATALOG_CUSTOM_FIELD_28;CATALOG_CUSTOM_FIELD_29;CATALOG_CUSTOM_FIELD_30;CATALOG_CUSTOM_FIELD_31;CATALOG_CUSTOM_FIELD_32;CATALOG_CUSTOM_FIELD_33;CATALOG_CUSTOM_FIELD_34;CATALOG_CUSTOM_FIELD_35;CATALOG_CUSTOM_FIELD_36;CATALOG_CUSTOM_FIELD_37;CATALOG_CUSTOM_FIELD_38;CATALOG_CUSTOM_FIELD_39;CATALOG_CUSTOM_FIELD_40;CATALOG_CUSTOM_FIELD_41;CATALOG_CUSTOM_FIELD_42;CATALOG_CUSTOM_FIELD_43;CATALOG_CUSTOM_FIELD_44;CATALOG_CUSTOM_FIELD_45;CATALOG_CUSTOM_FIELD_46;CATALOG_CUSTOM_FIELD_47;CATALOG_CUSTOM_FIELD_48;CATALOG_CUSTOM_FIELD_49;CATALOG_CUSTOM_FIELD_50;CATALOG_CUSTOM_FIELD_51;CATALOG_CUSTOM_FIELD_52;CATALOG_CUSTOM_FIELD_53;CATALOG_CUSTOM_FIELD_54;CATALOG_CUSTOM_FIELD_55;CATALOG_CUSTOM_FIELD_56
"LION";"Amiro_gen_20153";"LION";"Русские фонари";"";"false";;;;;;;;;;
"VALENCIA";"Amiro_gen_20153";"VALENCIA";"Русские фонари";"";"false";;;;;;;;;;
"MILAN";"Amiro_gen_20153";"MILAN";"Русские фонари";"";"false";;;;;;;;;;
"ALBA";"Amiro_gen_20153";"ALBA";"LEDS C4";"";"false";;;;;;;;;;
"CROSS";"Amiro_gen_20153";"CROSS";"Leds C4";"";"false";;;;;;;;;;
"GALATEA";"Amiro_gen_20153";"GALATEA";"Leds C4";"";"false";;;;;;;;;;
"MARK";"Amiro_gen_20153";"MARK";"Leds C4";"";"false";;;;;;;;;;
"MARSEL";"Amiro_gen_20153";"MARSEL";"Русские фонари";"";"false";;;;;;;;;;
"SICILIA";"Amiro_gen_20153";"SICILIA";"Русские фонари";"";"false";;;;;;;;;;
"GIOTTO";"Amiro_gen_20153";"GIOTTO";"L'Arte Luce";"";"false";;;;;;;;;;
"MONREALE";"Amiro_gen_20153";"MONREALE";"Русские фонари";"";"false";;;;;;;;;;
"VERONA";"Amiro_gen_20153";"VERONA";"L'Arte Luce";"";"false";;;;;;;;;;
"ALESSANDRIA";"Amiro_gen_20153";"ALESSANDRIA";"L'Arte Luce<br>";"";"false";;;;;;;;;;
"BALIZAS";"Amiro_gen_20153";"BALIZAS";"Leds C4";"";"false";;;;;;;;;;
"ROMANO";"Amiro_gen_20153";"ROMANO";"Русские фонари";"";"false";;;;;;;;;;
"BATTISTA";"Amiro_gen_20153";"BATTISTA";"L'Arte Luce";"";"false";;;;;;;;;;
"VASARI";"Amiro_gen_20153";"VASARI";"L'Arte Luce";"";"false";;;;;;;;;;
"NOVARA";"Amiro_gen_20153";"NOVARA";"Русские фонари";"";"false";;;;;;;;;;
"ALEXANDRIA";"Amiro_gen_20153";"ALEXANDRIA";"Leds C4";"";"false";;;;;;;;;;
"GEO";"Amiro_gen_20153";"GEO";"L'Arte Luce";"";"false";;;;;;;;;;
"SELENE";"Amiro_gen_20153";"SELENE";"Leds C4";"";"false";;;;;;;;;;
