220936;"VIBIA";"ИСПАНИЯ";"Sigma";"vibia-0555-04";"Настольная лампа Sigma";"Настольная лампа Sigma";"СВЕТИЛЬНИКИ НАСТОЛЬНЫЕ";"0555-04";1;"шт.";"Настольная лампа";4;"LED";1;"Настольная лампа Sigma, арматура black lacquer.";"современный";;"IP20";;;;;;;69;10;;;42;;;;;;;;;;;;"black lacquer";;;;;;;;43512;;"Настольная лампа современный";"vibia-0555-04"
220937;"VIBIA";"ИСПАНИЯ";"Sigma";"vibia-0555-14";"Настольная лампа Sigma";"Настольная лампа Sigma";"СВЕТИЛЬНИКИ НАСТОЛЬНЫЕ";"0555-14";1;"шт.";"Настольная лампа";4;"LED";1;"Настольная лампа Sigma, арматура soft brown lacquer.";"современный";;"IP20";;;;;;;69;10;;;42;;;;;;;;;;;;"soft brown lacquer";;;;;;;;43512;;"Настольная лампа современный";"vibia-0555-14"
220938;"VIBIA";"ИСПАНИЯ";"Mega";"vibia-0570-01";"Светильник потолочный Mega";"Светильник потолочный Mega";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0570-01";1;"шт.";"Светильник потолочный";6;"2G11";36;"Светильник потолочный Mega, арматура shining stainless steel.";"современный";;"IP20";;;;;;;;;;;12,5;;;;;;;;120;;;;"shining stainless steel";;;;;;;;113736;;"Светильник потолочный современный";"vibia-0570-01"
220939;"VIBIA";"ИСПАНИЯ";"Mega";"vibia-0570-03";"Светильник потолочный Mega";"Светильник потолочный Mega";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0570-03";1;"шт.";"Светильник потолочный";6;"2G11";36;"Светильник потолочный Mega, арматура matt white lacquer.";"современный";;"IP20";;;;;;;;;;;12,5;;;;;;;;120;;;;"matt white lacquer";;;;;;;;104034;;"Светильник потолочный современный";"vibia-0570-03"
220940;"VIBIA";"ИСПАНИЯ";"Mega";"vibia-0575-01";"Светильник потолочный Mega";"Светильник потолочный Mega";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0575-01";1;"шт.";"Светильник потолочный";6;"2G11";24;"Светильник потолочный Mega, арматура shining stainless steel.";"современный";;"IP20";;;;;;;;;;;12,5;;;;;;;;90;;;;"shining stainless steel";;;;;;;;90006;;"Светильник потолочный современный";"vibia-0575-01"
220941;"VIBIA";"ИСПАНИЯ";"Mega";"vibia-0575-03";"Светильник потолочный Mega";"Светильник потолочный Mega";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0575-03";1;"шт.";"Светильник потолочный";6;"2G11";24;"Светильник потолочный Mega, арматура matt white lacquer.";"современный";;"IP20";;;;;;;;;;;12,5;;;;;;;;90;;;;"matt white lacquer";;;;;;;;83706;;"Светильник потолочный современный";"vibia-0575-03"
220942;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0605-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0605-03";1;"шт.";"Светильник потолочный";4;"G5";39;"Светильник потолочный Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP20";;;;;;;;;;;40;;;;;;;;120;;;;"matt white lacquer";;;;;;;;120288;;"Светильник потолочный современный";"vibia-0605-03"
220943;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0615-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0615-03";1;"шт.";"Светильник потолочный";4;"G5";39;"Светильник потолочный Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP20";;;;;;;;;;;30;;;;;;;;120;;;;"matt white lacquer";;;;;;;;114996;;"Светильник потолочный современный";"vibia-0615-03"
220944;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0620-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0620-03";1;"шт.";"Светильник потолочный";4;"G5";24;"Светильник потолочный Plus, арматура matt white lacquer, electronic ballast.";"современный";;"IP20";;;;;;;;;;;31;;;;;;;;80;;;;"matt white lacquer";;;;;;;;62076;;"Светильник потолочный современный";"vibia-0620-03"
220945;"VIBIA";"ИСПАНИЯ";"Plus";"vibia-0621-03";"Светильник потолочный Plus";"Светильник потолочный Plus";"СВЕТИЛЬНИКИ ПОТОЛОЧНЫЕ";"0621-03";1;"шт.";"Светильник потолочный";4;"G5";24;"Светильник потолочный Plus, арматура matt white lacquer.";"современный";;"IP20";;;;;;;;;;;31;;;;;;;;80;;;;"matt white lacquer";;;;;;;;55776;;"Светильник потолочный современный";"vibia-0621-03"
