Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Бра настенные;87218;Eglo;Австрия;Palmera;Бра Eglo Palmera 87218;1520;183;Современный;1;40;E14;230;;;;;;;;;1;40;40 Вт;E14;230;;IP44;I;;;12,5;;;;27;;;;;;;хром;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87219;Eglo;Австрия;Palmera;Настенный светильник Eglo Palmera 87219;2540;58;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP44;I;;;46;;;11;;;;;;;;хром;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87222;Eglo;Австрия;Palmera;Настенный светильник Eglo Palmera 87222;2540;52;Современный;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;IP44;I;;;46;;;11;;;;;;;;никель;молочный;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87253;Eglo;Австрия;Solo 1;Настольная лампа Eglo Solo 1 87253;1653;0;Современный;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;35;;;;;;сенсорный выключатель;никель;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87254;Eglo;Австрия;Solo 1;Настольная лампа Eglo Solo 1 87254;1647;119;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;35;;;;;;сенсорный выключатель;желтый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87255;Eglo;Австрия;Solo 1;Настольная лампа Eglo Solo 1 87255;1520;147;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;35;;;;;;сенсорный выключатель;никель, бежевый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87256;Eglo;Австрия;Solo 1;Настольная лампа Eglo Solo 1 87256;1520;49;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;35;;;;;;сенсорный выключатель;коричневый;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Настольные лампы;87257;Eglo;Австрия;Solo 1;Настольная лампа Eglo Solo 1 87257;1520;449;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;IP20;II;;;;;26;;35;;;;;;сенсорный выключатель;коричневый;красный, оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;87265;Eglo;Австрия;Naro;Подвесной светильник Eglo Naro 87265;3114;0;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;II;;;;;26;;110;;;;;;регулировка по высоте;никель;оранжевый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;87269;Eglo;Австрия;Naro;Подвесной светильник Eglo Naro 87269;3458;19;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;26;;110;;;;;;регулировка по высоте;никель;белый полосатый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;87284;Eglo;Австрия;Junior 1;Настенно-потолочный светильник Eglo Junior 1 87284;779;1;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;24,5;;;;;;;;;никель;белый с черным рисунком;металл;стекло;;;;;да;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;87322;Eglo;Австрия;Zora;Настенно-потолочный светильник Eglo Zora 87322;2030;0;Современный;1;100;R7s;230;;;;;;;;;1;100;100 Вт;R7s;230;да;IP20;I;;;22,5;;;7;30,5;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87326;Eglo;Австрия;Ono;Настенный светильник Eglo Ono 87326;1469;0;Современный;1;50;GU10;230;;;;;;;;;1;50;50 Вт;GU10;230;да;IP20;I;;;;;6,5;9;12,8;;;;;;;алюминий;алюминий;металл;металл;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;87328;Eglo;Австрия;Arezzo;Настенно-потолочный светильник Eglo Arezzo 87328;1316;17;Современный;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;IP20;I;;;;;28;7,8;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенно-потолочные;87331;Eglo;Австрия;Arezzo;Настенно-потолочный светильник Eglo Arezzo 87331;2846;12;Современный;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;IP20;I;;;;;42,5;9,5;;;;;;;;никель;белый;металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Подвесные;87336;Eglo;Австрия;Noria;Подвесной светильник Eglo Noria 87336;1928;11;Современный;1;100;E27;230;;;;;;;;;1;100;100 Вт;E27;230;;IP20;II;;;;;15,2;;110;;;;;;;белый, хром;белый, прозрачный;пластмасса, металл;стекло;;;;;;;;;;;Eglo;;310
Светильники>>Настенные;87357;Eglo;Австрия;Ona 1;Настенный светильник Eglo Ona 1 87357;1380;0;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;17;7,5;;;;;;;;;;никель;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;87358;Eglo;Австрия;Ona 1;Настенно-потолочный светильник Eglo Ona 1 87358;1933;1;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;28,5;8;;;;;;;;;;никель;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенные;87361;Eglo;Австрия;Ona 1;Настенный светильник Eglo Ona 1 87361;910;1;Современный;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;IP20;I;;;17;7,5;;;;;;;;;;коричневый;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;87362;Eglo;Австрия;Ona 1;Настенно-потолочный светильник Eglo Ona 1 87362;1418;36;Современный;2;40;G9;230;;;;;;;;;2;80;40 Вт;G9;230;да;IP20;I;;;29;8;;;;;;;;;;коричневый;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
Светильники>>Настенно-потолочные;87363;Eglo;Австрия;Ona 1;Настенно-потолочный светильник Eglo Ona 1 87363;2946;22;Современный;4;40;G9;230;;;;;;;;;4;160;40 Вт;G9;230;да;IP20;I;;;28;24;;;;;;;;;;коричневый;белый;металл;стекло;;;;;;;да;да;;;Eglo;;310
