Категория;Артикул фабрики;Название фабрики;Страна происхождения;Серия;Наименование;Цена;Остатки;Стиль;Кол-во ламп_1;Макс.мощность_1;Тип цоколя_1;Напряжение_1;Кол-во ламп_2;Макс.мощность_2;Тип цоколя_2;Напряжение_2;Кол-во ламп_3;Макс.мощность_3;Тип цоколя_3;Напряжение_3;Количество лампочек (цоколей)_вычисляемое;Общая мощность_вычисляемая;Максимальная мощность 1-ой лампочки_собираемая;Тип цоколя_собираемый;Напряжение_собираемое;Наличие лампочек в комплекте;Степень пыле-влагозащиты (IP);Класс защиты от эл. тока;Вес брутто(кг);Объем (м3);Длина (см);Ширина (см);Диаметр (см);Выступ (см);Высота (см);МАКС высота (см);МИН высота (см);Глубина врезного отверстия;Размер врезного отверстия;Диаметр абажура (см);Дополнительные функции;Цвет каркаса;Цвет плафона/абажура;Материал каркаса;Материал плафона/абажура;Тип хрусталя;Хрусталь;Кованый;Флористика;Детский;Светодиодный;Точечный;Подсветка предметов;На солнечных батареях;Примечание;Поставщик;Внутренний код;Сортировка
Люстры>>Подвесные;A4711LM-5BR;ArteLamp;Италия;BLAKE;Подвесная люстра ArteLamp BLAKE A4711LM-5BR;6750;83;Классика;5;60;E27;230;;;;;;;;;5;300;60 Вт;E27;230;;;;;0,0422;;;60;;104;;;;;;;коричневый;белый;;;;;;;;;;;;Длина цепи - 56 см.;ArteLamp;;140
Люстры>>Подвесные;A4711SP-5BR;ArteLamp;Италия;BLAKE;Подвесная люстра ArteLamp BLAKE A4711SP-5BR;7420;23;Классика;5;60;E27;230;;;;;;;;;5;300;60 Вт;E27;230;;;;;0,0487;116;17;;;117;;;;;;;коричневый;белый;;;;;;;;;;;;Длина цепи - 70 см.;ArteLamp;;140
Светильники>>Настенные;A2009AP-1BR;ArteLamp;Италия;EMILY;Настенный светильник ArteLamp EMILY A2009AP-1BR;1780;3;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;0,475;0,0185;50;;;15;20;;;;;;;коричневый;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2009LM-3BR;ArteLamp;Италия;EMILY;Подвесная люстра ArteLamp EMILY A2009LM-3BR;5510;38;Современный;3;60;E27;;;;;;;;;;3;180;60 Вт;E27;;;;;7,3;0,0856;;;76;;140;;;;;;;коричневый;;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A2009LM-2BR;ArteLamp;Италия;EMILY;Подвесная люстра ArteLamp EMILY A2009LM-2BR;4330;101;Современный;2;60;E27;;;;;;;;;;2;120;60 Вт;E27;;;;;5,1;0,0669;76;25;;;140;;;;;;;коричневый;;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Светильники>>Подвесные;A2009SP-1BR;ArteLamp;Италия;EMILY;Подвесной светильник ArteLamp EMILY A2009SP-1BR;2980;2;Современный;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;4,3;0,0509;;;35;;135;;;;;;;коричневый;;;;;;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Бра настенные;A2092AP-2AB;ArteLamp;Италия;MARQUETTE;Бра ArteLamp MARQUETTE A2092AP-2AB с элементами из хрусталя;4110;2;Классика;2;60;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;;;;0,0356;;34;;30;54;;;;;;;античная бронза;белый;;;;да;;да;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2092LM-12AB;ArteLamp;Италия;MARQUETTE;Подвесная люстра ArteLamp MARQUETTE A2092LM-12AB с элементами из хрусталя;15950;44;Классика;12;60;E14;230;;;;;;;;;12;480;40 Вт;E14;230;;;;;0,0943;;;70;;121;;;;;;;античная бронза;белый;;;;да;;да;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Люстры>>Подвесные;A2092LM-5AB;ArteLamp;Италия;MARQUETTE;Подвесная люстра ArteLamp MARQUETTE A2092LM-5AB с элементами из хрусталя;8500;60;Классика;5;60;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,0538;;;51;;107;;;;;;;античная бронза;белый;;;;да;;да;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Люстры>>Подвесные;A2092LM-8AB;ArteLamp;Италия;MARQUETTE;Подвесная люстра ArteLamp MARQUETTE A2092LM-8AB с элементами из хрусталя;13430;93;Классика;8;60;E14;230;;;;;;;;;8;320;40 Вт;E14;230;;;;;0,0888;;;70;;121;;;;;;;античная бронза;белый;;;;да;;да;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Бра настенные;A1742AP-2BK;ArteLamp;Италия;ROMANA;Бра ArteLamp ROMANA A1742AP-2BK с хрустальными подвесками;3150;12;Классика;2;40;E14;230;;;;;;;;;2;80;40 Вт;E14;230;;;;;0,022;;30;;20;34;;;;;;шнуровой выключатель;черный;белый;;;;да;;да;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A1742LM-3BK;ArteLamp;Италия;ROMANA;Подвесная люстра ArteLamp ROMANA A1742LM-3BK с хрустальными подвесками;5700;36;Классика;3;40;E14;230;;;;;;;;;3;120;40 Вт;E14;230;;;;;0,085;;;56;;94;;;;;;;черный;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A1742LM-5BK;ArteLamp;Италия;ROMANA;Подвесная люстра ArteLamp ROMANA A1742LM-5BK с хрустальными подвесками;7500;164;Классика;5;40;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,1259;;;64;;102;;;;;;;черный;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A1742LM-8BK;ArteLamp;Италия;ROMANA;Подвесная люстра ArteLamp ROMANA A1742LM-8BK с хрустальными подвесками;10600;7;Классика;8;40;E14;230;;;;;;;;;8;320;40 Вт;E14;230;;;;;0,1498;;;78;;99;;;;;;;черный;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A8392LM-6BK;ArteLamp;Италия;ZANZIBAR;Подвесная люстра ArteLamp ZANZIBAR A8392LM-6BK;6290;0;Современный;6;60;E14;;;;;;;;;;6;360;60 Вт;E14;;;;;4;0,057;;;51;;90;;;;;;;черный;;;;;;;;;;;;;Длина цепи - 50 см.;ArteLamp;;140
Бра настенные;A8392AP-2BK;ArteLamp;Италия;ZANZIBAR;Бра ArteLamp ZANZIBAR A8392AP-2BK;2390;0;Современный;2;60;E14;;;;;;;;;;2;120;60 Вт;E14;;;;;1,29;0,0167;;30;;15;33;;;;;;шнуровой выключатель;черный;;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A8392AP-2AB;ArteLamp;Италия;ZANZIBAR;Бра ArteLamp ZANZIBAR A8392AP-2AB;2420;183;Современный;2;60;E14;230;;;;;;;;;2;120;60 Вт;E14;230;;;;;0,0143;;30;;15;33;;;;;;шнуровой выключатель;античная бронза;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A8392LM-6AB;ArteLamp;Италия;ZANZIBAR;Подвесная люстра ArteLamp ZANZIBAR A8392LM-6AB;6140;335;Современный;6;60;E14;230;;;;;;;;;6;360;60 Вт;E14;230;;;;;0,057;;;51;;94;;;;;;;античная бронза;;;;;;;;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Люстры>>Подвесные;A8392LM-8AB;ArteLamp;Италия;ZANZIBAR;Подвесная люстра ArteLamp ZANZIBAR A8392LM-8AB;11030;44;Современный;8;60;E14;230;;;;;;;;;8;480;60 Вт;E14;230;;;;;0,1024;;;62;;98;;;;;;;античная бронза;;;;;;;;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Бра настенные;A8392AP-2SS;ArteLamp;Италия;ZANZIBAR;Бра ArteLamp ZANZIBAR A8392AP-2SS;2420;118;Современный;2;60;E14;230;;;;;;;;;2;120;60 Вт;E14;230;;;;;0,0167;;30;;15;33;;;;;;шнуровой выключатель;матовое серебро;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A8392LM-6SS;ArteLamp;Италия;ZANZIBAR;Подвесная люстра ArteLamp ZANZIBAR A8392LM-6SS;6290;109;Современный;6;60;E14;230;;;;;;;;;6;360;60 Вт;E14;230;;;;;0,057;;;51;;83;;;;;;;матовое серебро;;;;;;;;;;;;;Длина цепи - 53 см.;ArteLamp;;140
Люстры>>Подвесные;A8392LM-8SS;ArteLamp;Италия;ZANZIBAR;Подвесная люстра ArteLamp ZANZIBAR A8392LM-8SS;10740;9;Современный;8;60;E14;230;;;;;;;;;8;480;60 Вт;E14;230;;;;;0,1024;;;62;;98;;;;;;;матовое серебро;;;;;;;;;;;;;Длина цепи - 54 см.;ArteLamp;;140
Бра настенные;A6310AP-1BK;ArteLamp;Италия;TAMARA;Бра ArteLamp TAMARA A6310AP-1BK;1052;1;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;0,48;0,0038;;11;;12;18;;;;;;;черный;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A6310LM-8BK;ArteLamp;Италия;TAMARA;Подвесная люстра ArteLamp TAMARA A6310LM-8BK;5303;6;Классика;8;60;E14;;;;;;;;;;8;480;60 Вт;E14;;;;;2,8;0,0809;;;50;;74;;;;;;;черный;;;;;;;;;;;;;Длина цепи - 46 см.;ArteLamp;;140
Бра настенные;A6310AP-1WG;ArteLamp;Италия;TAMARA;Бра ArteLamp TAMARA A6310AP-1WG;1110;4;Классика;1;60;E14;;;;;;;;;;1;60;60 Вт;E14;;;;;0,48;0,0038;;11;;12;18;;;;;;;бело-золотой;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A6310LM-5WG;ArteLamp;Италия;TAMARA;Подвесная люстра ArteLamp TAMARA A6310LM-5WG;3940;135;Классика;5;60;E14;;;;;;;;;;5;300;60 Вт;E14;;;;;1,2;0,0389;;;50;;74;;;;;;;бело-золотой;;;;;;;;;;;;;Длина цепи - 46 см.;ArteLamp;;140
Люстры>>Подвесные;A6310LM-8WG;ArteLamp;Италия;TAMARA;Подвесная люстра ArteLamp TAMARA A6310LM-8WG;5430;89;Классика;8;60;E14;;;;;;;;;;8;480;60 Вт;E14;;;;;2,8;0,0809;;;50;;74;;;;;;;бело-золотой;;;;;;;;;;;;;Длина цепи - 46 см.;ArteLamp;;140
Бра настенные;A6300AP-2AB;ArteLamp;Италия;MAYPOLE;Бра ArteLamp MAYPOLE A6300AP-2AB;2290;18;Классика;2;60;E14;230;;;;;;;;;2;120;60 Вт;E14;230;;;;;0,0172;;31;;20;31;;;;;;шнуровой выключатель;античная бронза;;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A6300LM-3AB;ArteLamp;Италия;MAYPOLE;Подвесная люстра ArteLamp MAYPOLE A6300LM-3AB;4050;163;Классика;3;60;E14;230;;;;;;;;;3;180;60 Вт;E14;230;;;;;0,0142;;;46;;100;;;;;;;античная бронза;;;;;;;;;;;;;Длина цепи - 50 см.;ArteLamp;;140
Люстры>>Подвесные;A6300LM-5AB;ArteLamp;Италия;MAYPOLE;Подвесная люстра ArteLamp MAYPOLE A6300LM-5AB;5670;92;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0245;;;46;;100;;;;;;;античная бронза;;;;;;;;;;;;;Длина цепи - 50 см.;ArteLamp;;140
Люстры>>Подвесные;A6300LM-8AB;ArteLamp;Италия;MAYPOLE;Подвесная люстра ArteLamp MAYPOLE A6300LM-8AB;7530;108;Классика;8;60;E14;230;;;;;;;;;8;480;60 Вт;E14;230;;;;;0,0443;;;60;;100;;;;;;;античная бронза;;;;;;;;;;;;;Длина цепи - 50 см.;ArteLamp;;140
Бра настенные;A2766AP-1AB;ArteLamp;Италия;GARDENIA;Бра ArteLamp GARDENIA A2766AP-1AB с элементами из хрусталя;1790;0;Классика;1;40;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;;;;0,0123;;20;;15;36;;;;;;шнуровой выключатель;античная бронза;белый;;;;да;;да;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2766LM-6AB;ArteLamp;Италия;GARDENIA;Подвесная люстра ArteLamp GARDENIA A2766LM-6AB с элементами из хрусталя;7340;3;Классика;6;40;E14;230;;;;;;;;;6;360;60 Вт;E14;230;;;;;0,0649;;;60;;95;;;;;;;античная бронза;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A2766LM-9AB;ArteLamp;Италия;GARDENIA;Подвесная люстра ArteLamp GARDENIA A2766LM-9AB с элементами из хрусталя;11260;5;Классика;9;40;E14;230;;;;;;;;;9;540;60 Вт;E14;230;;;;;0,1065;;;80;;95;;;;;;;античная бронза;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Потолочные;A2766PL-5AB;ArteLamp;Италия;GARDENIA;Подвесная люстра ArteLamp GARDENIA A2766PL-5AB с элементами из хрусталя;6340;70;Классика;5;60;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,0562;;;60;;20;;;;;;;античная бронза;белый;;;;да;;да;;;;;;;ArteLamp;;140
Бра настенные;A2766AP-1CC;ArteLamp;Италия;GARDENIA;Бра ArteLamp GARDENIA A2766AP-1CC с элементами из хрусталя;1790;10;Классика;1;40;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;;;;0,0123;;20;;15;36;;;;;;шнуровой выключатель;хром;белый;;;;да;;да;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2766LM-6CC;ArteLamp;Италия;GARDENIA;Подвесная люстра ArteLamp GARDENIA A2766LM-6CC с элементами из хрусталя;7340;23;Классика;6;40;E14;230;;;;;;;;;6;360;60 Вт;E14;230;;;;;0,0649;;;60;;95;;;;;;;хром;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Подвесные;A2766LM-9CC;ArteLamp;Италия;GARDENIA;Подвесная люстра ArteLamp GARDENIA A2766LM-9CC с элементами из хрусталя;11260;30;Классика;9;40;E14;230;;;;;;;;;9;540;60 Вт;E14;230;;;;;0,1065;;;80;;95;;;;;;;хром;белый;;;;да;;да;;;;;;Длина цепи - 55 см.;ArteLamp;;140
Люстры>>Потолочные;A2766PL-5CC;ArteLamp;Италия;GARDENIA;Потолочная люстра ArteLamp GARDENIA A2766PL-5CC с элементами из хрусталя;6490;147;Классика;5;60;E14;230;;;;;;;;;5;200;40 Вт;E14;230;;;;;0,0562;;;60;;20;;;;;;;старая медь;белый;;;;да;;да;;;;;;;ArteLamp;;140
Бра настенные;A3539AP-3BG;ArteLamp;Италия;FLORA;Бра ArteLamp FLORA A3539AP-3BG;2430;152;Классика;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;;;;0,0197;;18;;35;45;;;;;;;старая медь;белый;;;;;;да;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3539LM-10BG;ArteLamp;Италия;FLORA;Подвесная люстра ArteLamp FLORA A3539LM-10BG;9310;45;Классика;10;40;G9;230;;;;;;;;;10;400;40 Вт;G9;230;да;;;;0,3668;;;72;;162;;;;;;;старая медь;белый;;;;;;да;;;;;;Длина штанги - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A3539LM-6BG;ArteLamp;Италия;FLORA;Подвесная люстра ArteLamp FLORA A3539LM-6BG;5260;50;Классика;6;40;G9;230;;;;;;;;;6;240;40 Вт;G9;230;да;;;;0,1033;90;35;;;148;;;;;;;старая медь;белый;;;;;;да;;;;;;Длина штанги - 100 см.;ArteLamp;;140
Люстры>>Потолочные;A3539PL-5BG;ArteLamp;Италия;FLORA;Потолочная люстра ArteLamp FLORA A3539PL-5BG;4720;43;Классика;5;40;G9;230;;;;;;;;;5;200;40 Вт;G9;230;да;;;;0,1802;;;60;;45;;;;;;;старая медь;белый;;;;;;да;;;;;;;ArteLamp;;140
Торшеры напольные;A3539PN-6BG;ArteLamp;Италия;FLORA;Торшер ArteLamp FLORA A3539PN-6BG;9820;36;Классика;6;40;G9;230;;;;;;;;;6;240;40 Вт;G9;230;да;;;;0,2277;47;30;;;165;;;;;;;старая медь;белый;;;;;;да;;;;;;;ArteLamp;;140
Бра настенные;A8292AP-1PB;ArteLamp;Италия;TULIP;Бра ArteLamp TULIP A8292AP-1PB;1096;3;Классика;1;40;G9;230;;;;;;;;;1;40;40 Вт;G9;230;да;;;;0,0043;;10;;10;29;;;;;;;полированная медь;белый;;;;;;да;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A7310PL-6BR;ArteLamp;Италия;JOY;Потолочная люстра ArteLamp JOY A7310PL-6BR;4120;4;Классика;6;60;E14;;;;;;;;;;6;360;60 Вт;E14;;;;;5,4;0,0739;83;53;;;23;;;;;;;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A1050PL-3BR;ArteLamp;Италия;JOY;Потолочная люстра ArteLamp JOY A1050PL-3BR;1840;0;Современный;3;40;G9;;;;;;;;;;3;120;40 Вт;G9;;да;;;0,23;0,0138;41;37;;;12;;;;;;;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A1050PL-5BR;ArteLamp;Италия;JOY;Потолочная люстра ArteLamp JOY A1050PL-5BR;2970;84;Современный;5;40;G9;;;;;;;;;;5;200;40 Вт;G9;;да;;;0,603;0,0465;;;60;;15;;;;;;;коричневый;белый;;;;;;;;;;;;;ArteLamp;;140
Светильники>>Подвесные;A3030SP-1BR;ArteLamp;Италия;JOY;Подвесной светильник ArteLamp JOY A3030SP-1BR;3050;1;Классика;1;60;E27;;;;;;;;;;1;60;60 Вт;E27;;;;;0,65;0,0298;;;32;;111;;;;;;;коричневый;белый;;;;;;;;;;;;Длина цепи - 75 см.;ArteLamp;;140
Люстры>>Потолочные;A8170PL-5SS;ArteLamp;Италия;CLOUD;Потолочная люстра ArteLamp CLOUD A8170PL-5SS;4290;220;Современный;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;3,6;0,0537;;;40;;22;;;;;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8170PL-9SS;ArteLamp;Италия;CLOUD;Потолочная люстра ArteLamp CLOUD A8170PL-9SS;6610;0;Современный;9;40;E14;;;;;;;;;;9;360;40 Вт;E14;;;;;5,6;0,1115;;;60;;30;;;;;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A8170AP-1SS;ArteLamp;Италия;CLOUD;Бра ArteLamp CLOUD A8170AP-1SS;1470;20;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,238;0,0129;;14;;17;16;;;;;;выключатель на корпусе;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8170PL-5AB;ArteLamp;Италия;CLOUD;Потолочная люстра ArteLamp CLOUD A8170PL-5AB;4240;153;Современный;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;3,6;0,0537;;;40;;22;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8170PL-9AB;ArteLamp;Италия;CLOUD;Потолочная люстра ArteLamp CLOUD A8170PL-9AB;6610;0;Современный;9;40;E14;;;;;;;;;;9;360;40 Вт;E14;;;;;5,6;0,1115;;;60;;30;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A8170AP-1AB;ArteLamp;Италия;CLOUD;Бра ArteLamp CLOUD A8170AP-1AB;1470;72;Современный;1;40;E14;;;;;;;;;;1;40;40 Вт;E14;;;;;0,238;0,0129;;14;;17;16;;;;;;выключатель на корпусе;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8186PL-3AB;ArteLamp;Италия;OPAL;Потолочная люстра ArteLamp OPAL A8186PL-3AB;2970;174;Современный;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;;;;0,0121;;;50;;15;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8186PL-3CC;ArteLamp;Италия;OPAL;Потолочная люстра ArteLamp OPAL A8186PL-3CC;2970;148;Современный;3;40;G9;230;;;;;;;;;3;120;40 Вт;G9;230;да;;;;0,0121;;;50;;15;;;;;;;хром;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8186PL-6AB;ArteLamp;Италия;OPAL;Потолочная люстра ArteLamp OPAL A8186PL-6AB;5260;237;Современный;6;40;G9;230;;;;;;;;;6;240;40 Вт;G9;230;да;;;;0,0203;;;50;;15;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8186PL-6CC;ArteLamp;Италия;OPAL;Потолочная люстра ArteLamp OPAL A8186PL-6CC;5260;110;Современный;6;40;G9;230;;;;;;;;;6;240;40 Вт;G9;230;да;;;;0,0121;;;50;;15;;;;;;;хром;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A4905LM-5AB;ArteLamp;Италия;PETAL;Подвесная люстра ArteLamp PETAL A4905LM-5AB;4209;0;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0552;;;62;;82;;;;;;;античная бронза;белый;;;;;;да;;;;;;Длина цепи - 45 см.;ArteLamp;;140
Бра настенные;A4530AP-1AB;ArteLamp;Италия;MILANESE;Бра ArteLamp MILANESE A4530AP-1AB;1060;137;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;;;;0,0129;;17;;25;19;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Бра настенные;A4530AP-1SS;ArteLamp;Италия;MILANESE;Бра ArteLamp MILANESE A4530AP-1SS;1060;68;Классика;1;60;E14;230;;;;;;;;;1;60;60 Вт;E14;230;;;;;0,0129;;17;;25;19;;;;;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A4530LM-5AB;ArteLamp;Италия;MILANESE;Подвесная люстра ArteLamp MILANESE A4530LM-5AB;3690;166;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0635;;;55;;70;;;;;;;античная бронза;белый;;;;;;;;;;;;Длина цепи - 45 см.;ArteLamp;;140
Люстры>>Подвесные;A4530LM-5SS;ArteLamp;Италия;MILANESE;Подвесная люстра ArteLamp MILANESE A4530LM-5SS;3690;184;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0635;;;55;;70;;;;;;;матовое серебро;белый;;;;;;;;;;;;Длина цепи - 45 см.;ArteLamp;;140
Люстры>>Потолочные;A2576PL-3AB;ArteLamp;Италия;NIKKI;Потолочная люстра ArteLamp NIKKI A2576PL-3AB;2290;109;Классика;3;40;E14;;;;;;;;;;3;120;40 Вт;E14;;;;;2,3;0,0251;;;44;;35;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A2576PL-5AB;ArteLamp;Италия;NIKKI;Потолочная люстра ArteLamp NIKKI A2576PL-5AB;3380;136;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;3;0,0414;;;52;;35;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A4900PL-3AB;ArteLamp;Италия;MOTEL;Потолочная люстра ArteLamp MOTEL A4900PL-3AB;2447;0;Классика;3;60;E14;230;;;;;;;;;3;180;60 Вт;E14;230;;;;;0,0217;;;50;;38;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A4900PL-5AB;ArteLamp;Италия;MOTEL;Потолочная люстра ArteLamp MOTEL A4900PL-5AB;3880;117;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0316;;;50;;38;;;;;;;античная бронза;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A4900PL-5SS;ArteLamp;Италия;MOTEL;Потолочная люстра ArteLamp MOTEL A4900PL-5SS;3880;20;Классика;5;60;E14;230;;;;;;;;;5;300;60 Вт;E14;230;;;;;0,0316;;;50;;38;;;;;;;матовое серебро;белый;;;;;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3750SP-5WH;ArteLamp;Италия;EVA;Подвесная люстра ArteLamp EVA A3750SP-5WH с хрустальными подвесками;18260;278;Классика;5;60;E14;;;;;;;;;;5;300;60 Вт;E14;;;;;6,2;0,0622;;;50;;115;;;;;;;белый;белый;;;;да;;;;;;;;Раздельное включение источников света, длина цепи - 60 см.;ArteLamp;;140
Люстры>>Потолочные;A8544PL-5GO;ArteLamp;Италия;EVA;Потолочная люстра ArteLamp EVA A8544PL-5GO с элементами из хрусталя;10260;1;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;5,5;0,1822;;;60;;36;;;;;;;золото;белый;;;;да;;;;;;;;;ArteLamp;;140
Люстры>>Потолочные;A8543PL-5GO;ArteLamp;Италия;JERSEY;Потолочная хрустальная люстра ArteLamp JERSEY A8543PL-5GO;6070;69;Классика;5;40;E14;;;;;;;;;;5;200;40 Вт;E14;;;;;4,11;0,0849;;;65;;38;;;;;;;золото;черный;;;;да;;;;;;;;;ArteLamp;;140
Светильники>>Настенные;A3810AP-1GO;ArteLamp;Италия;COURTNEY;Бра ArteLamp COURTNEY A3810AP-1GO с хрустальными подвесками;2680;62;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;;;0,0118;30;;;15;23;;;;;;;золото;черный;;;;да;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A3810LM-6GO;ArteLamp;Италия;COURTNEY;Подвесная люстра ArteLamp COURTNEY A3810LM-6GO с хрустальными подвесками;21870;0;Классика;6;60;E27;230;;;;;;;;;6;360;60 Вт;E27;230;;;;;0,1073;;;80;;160;;;;;;;золото;черный;;;;да;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Люстры>>Подвесные;A3810LM-8GO;ArteLamp;Италия;COURTNEY;Подвесная люстра ArteLamp COURTNEY A3810LM-8GO с хрустальными подвесками;30640;24;Классика;8;60;E27;230;;;;;;;;;8;480;60 Вт;E27;230;;;;;0,159;;;95;;160;;;;;;;золото;черный;;;;да;;;;;;;;Длина цепи - 100 см.;ArteLamp;;140
Настольные лампы;A3810LT-1GO;ArteLamp;Италия;COURTNEY;Настольная лампа ArteLamp COURTNEY A3810LT-1GO с хрустальными подвесками;3910;62;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;;;0,038;;;;;50;;;;;30;;золото;черный;;;;да;;;;;;;;;ArteLamp;;140
Торшеры напольные;A3810PN-1GO;ArteLamp;Италия;COURTNEY;Торшер ArteLamp COURTNEY A3810PN-1GO с хрустальными подвесками;7960;51;Классика;1;60;E27;230;;;;;;;;;1;60;60 Вт;E27;230;;;;;0,0841;;;;;170;;;;;45;;золото;черный;;;;да;;;;;;;;;ArteLamp;;140
Бра настенные;A2120AP-2CC;ArteLamp;Италия;MERCI;Бра ArteLamp MERCI A2120AP-2CC с хрустальными подвесками;3120;54;Классика;2;60;E27;230;;;;;;;;;2;120;60 Вт;E27;230;;;;;0,0115;;35;;20;20;;;;;;;хром;;;;;да;;;;;;;;;ArteLamp;;140
Люстры>>Подвесные;A2120LM-12CC;ArteLamp;Италия;MERCI;Подвесная хрустальная люстра ArteLamp MERCI A2120LM-12CC;20200;43;Классика;12;60;E27;230;;;;;;;;;12;720;60 Вт;E27;230;;;;;0,098;;;66;;118;;;;;;;хром;;;;;да;;;;;;;;Длина цепи - 48 см.;ArteLamp;;140
